"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1592368376","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368378","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368380","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368382","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368384","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368386","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368388","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368390","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368392","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368394","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368396","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368398","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368400","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368402","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368404","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368406","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368408","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368410","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368412","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368414","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368416","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368418","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368420","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368422","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368424","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368426","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368428","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368430","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368432","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368434","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368436","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368438","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368440","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368442","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368444","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368446","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368448","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368450","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368452","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368454","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368456","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368458","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368460","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368462","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368464","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368466","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368468","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368470","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368472","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368474","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368476","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368478","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368480","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368482","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368484","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368486","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368488","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368490","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368492","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368494","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368496","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368498","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368500","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368502","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368504","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368506","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368508","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368510","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368512","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368514","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368516","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368518","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368520","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368522","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368524","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368526","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368528","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368530","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368532","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368534","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368536","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368538","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368540","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368542","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368544","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368546","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368548","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368550","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368552","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368554","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368556","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368558","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368560","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368562","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368564","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368566","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368568","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368570","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368572","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368574","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368576","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368579","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368581","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368583","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368585","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368587","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368589","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368591","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368593","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368595","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368597","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368599","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368601","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368603","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368605","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368607","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368609","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368611","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368613","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368615","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368617","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368619","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368621","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368623","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368625","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368627","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368629","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368631","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368633","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368635","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368637","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368639","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368641","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368643","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368645","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368647","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368649","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368651","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368653","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368655","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368657","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368659","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368661","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368663","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368665","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368667","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368669","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368671","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368673","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368675","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368677","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368679","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368681","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368683","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368685","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368687","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368689","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368691","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368693","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368695","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368697","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368699","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368701","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368703","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368705","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368707","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368709","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368711","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368713","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368715","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368718","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368720","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368722","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368724","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368726","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368728","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368730","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368732","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368734","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368736","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368738","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368740","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368742","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368744","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368746","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368748","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368750","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368752","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368754","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368756","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368758","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368760","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368762","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368764","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368766","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368768","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368770","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368772","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368774","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368776","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368778","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368780","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368782","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368784","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368786","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368788","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368790","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368792","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368794","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368796","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368798","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368800","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368802","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368804","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368806","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368808","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368810","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368812","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368814","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
"1592368816","0","","Aggregated",56.50,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,191,273,191,3617,150
